name,gender,nom_category,year
Tina Earnshaw,female,Makeup and Hairstyling,1998
Paul Engelen,male,Makeup and Hairstyling,1985
Paul Engelen,male,Makeup and Hairstyling,1995
Jake Garber,male,Makeup and Hairstyling,1997
Ann Buchanan,female,Makeup and Hairstyling,2001
Jeff Dawn,male,Makeup and Hairstyling,1992
Beatrice De Alba,female,Makeup and Hairstyling,2003
Zoltan Elek,male,Makeup and Hairstyling,1986
Dave Elsey,male,Makeup and Hairstyling,2011
Dave Elsey,male,Makeup and Hairstyling,2006
Edouard F. Henriques,male,Makeup and Hairstyling,2011
Edouard F. Henriques,male,Makeup and Hairstyling,2004
Edouard F. Henriques,male,Makeup and Hairstyling,2001
John Blake,male,Makeup and Hairstyling,1993
Ken Chase,male,Makeup and Hairstyling,1986
Ronnie Specter,female,Makeup and Hairstyling,1993
Rick Findlater,male,Makeup and Hairstyling,2013
Carol Hemming,female,Makeup and Hairstyling,1995
Bob Laden,male,Makeup and Hairstyling,1988
Bob Laden,male,Makeup and Hairstyling,1996
Michael Mills,male,Makeup and Hairstyling,1992
Gloria Pasqua-Casny,female,Makeup and Hairstyling,2014
Damian Martin,male,Makeup and Hairstyling,2016
Robert A. Pandini,male,Makeup and Hairstyling,2016
Thomas R. Burman,male,Makeup and Hairstyling,1989
Bari Dreiband-Burman,female,Makeup and Hairstyling,1989
Veronica McAleer,female,Makeup and Hairstyling,1999
Veronica McAleer,female,Makeup and Hairstyling,1998
Beverley Binda,female,Makeup and Hairstyling,1998
Thomas Floutz,male,Makeup and Hairstyling,2009
Carl Dreher,male,Sound Mixing,1936
Carl Dreher,male,Sound Mixing,1935
Richard Portman,male,Sound Mixing,1982
Richard Portman,male,Sound Mixing,1972
Richard Portman,male,Sound Mixing,1975
Richard Portman,male,Sound Mixing,1976
Richard Portman,male,Sound Mixing,1985
Richard Portman,male,Sound Mixing,1974
Richard Portman,male,Sound Mixing,1974
Richard Portman,male,Sound Mixing,1981
Richard Portman,male,Sound Mixing,1973
Richard Portman,male,Sound Mixing,1973
Richard Portman,male,Sound Mixing,1979
Bernard B. Brown,male,Sound Mixing,1944
Bernard B. Brown,male,Sound Mixing,1939
Bernard B. Brown,male,Sound Mixing,1942
Bernard B. Brown,male,Sound Mixing,1940
Bernard B. Brown,male,Sound Mixing,1943
Bernard B. Brown,male,Sound Mixing,1941
Bernard B. Brown,male,Sound Mixing,1945
Bernard B. Brown,male,Sound Mixing,1946
Gary Rydstrom,male,Sound Mixing,2012
Gary Rydstrom,male,Sound Mixing,2013
Gary Rydstrom,male,Sound Mixing,1999
Gary Rydstrom,male,Sound Mixing,2000
Gary Rydstrom,male,Sound Mixing,1998
Gary Rydstrom,male,Sound Mixing,1992
Gary Rydstrom,male,Sound Mixing,1992
Gary Rydstrom,male,Sound Mixing,1994
Gary Rydstrom,male,Sound Mixing,2016
Thomas T. Moulton,male,Sound Mixing,1936
Thomas T. Moulton,male,Sound Mixing,1944
Thomas T. Moulton,male,Sound Mixing,1939
Thomas T. Moulton,male,Sound Mixing,1942
Thomas T. Moulton,male,Sound Mixing,1935
Thomas T. Moulton,male,Sound Mixing,1940
Thomas T. Moulton,male,Sound Mixing,1943
Thomas T. Moulton,male,Sound Mixing,1941
Thomas T. Moulton,male,Sound Mixing,1938
Thomas T. Moulton,male,Sound Mixing,1953
Thomas T. Moulton,male,Sound Mixing,1951
Thomas T. Moulton,male,Sound Mixing,1945
Thomas T. Moulton,male,Sound Mixing,1946
Peter Handford,male,Sound Mixing,1989
Peter Handford,male,Sound Mixing,1986
Dick Alexander,male,Sound Mixing,1983
Dick Alexander,male,Sound Mixing,1977
Dick Alexander,male,Sound Mixing,1987
Dick Alexander,male,Sound Mixing,1989
Thomas Varga,male,Sound Mixing,2015
Ben Osmo,male,Sound Mixing,2016
Ai-Ling Lee,female,Sound Mixing,2017
Stan Winston,male,Makeup and Hairstyling,1982
Stan Winston,male,Makeup and Hairstyling,1993
Stan Winston,male,Makeup and Hairstyling,1992
Stan Winston,male,Makeup and Hairstyling,1991
Montse Ribé,female,Makeup and Hairstyling,2007
Didier Lavergne,male,Makeup and Hairstyling,2008
Vittorio Sodano,male,Makeup and Hairstyling,2010
Vittorio Sodano,male,Makeup and Hairstyling,2007
Elizabeth Yianni-Georgiou,female,Makeup and Hairstyling,2015
Doug Drexler,male,Makeup and Hairstyling,1991
Jan Archibald,female,Makeup and Hairstyling,2008
J. Roy Helland,male,Makeup and Hairstyling,2012
Jean-Pierre Eychenne,male,Makeup and Hairstyling,1991
Keith VanderLaan,male,Makeup and Hairstyling,2005
Julie Dartnell,female,Makeup and Hairstyling,2013
Mark Coulier,male,Makeup and Hairstyling,2012
Mark Coulier,male,Makeup and Hairstyling,2015
Mark Sanchez,male,Makeup and Hairstyling,1996
Christina Smith,female,Makeup and Hairstyling,1992
Christina Smith,female,Makeup and Hairstyling,1994
Lynn Barber,female,Makeup and Hairstyling,1990
Lois Burwell,female,Makeup and Hairstyling,1999
Lois Burwell,female,Makeup and Hairstyling,1996
Colleen Callaghan,female,Makeup and Hairstyling,2002
Colleen Callaghan,female,Makeup and Hairstyling,1996
Judith A. Cory,female,Makeup and Hairstyling,1995
Judith A. Cory,female,Makeup and Hairstyling,1994
"John M. Elliott, Jr.",male,Makeup and Hairstyling,2003
Kevin Haney,male,Makeup and Hairstyling,1990
Joel Harlow,male,Makeup and Hairstyling,2010
Joel Harlow,male,Makeup and Hairstyling,2014
Joel Harlow,male,Makeup and Hairstyling,2017
Mike Elizalde,male,Makeup and Hairstyling,2009
John E. Jackson,male,Makeup and Hairstyling,2003
Steve La Porte,male,Makeup and Hairstyling,1989
Richard Snell,male,Makeup and Hairstyling,1992
Simon Thompson,male,Makeup and Hairstyling,1998
Edward French,male,Makeup and Hairstyling,1992
Amber Sibley,female,Makeup and Hairstyling,2001
Greg Funk,male,Makeup and Hairstyling,2011
Maggie Weston,female,Makeup and Hairstyling,1990
Daniel Parker,male,Makeup and Hairstyling,1995
Richard Alonzo,male,Makeup and Hairstyling,2017
Ve Neill,female,Makeup and Hairstyling,2008
Ve Neill,female,Makeup and Hairstyling,1993
Ve Neill,female,Makeup and Hairstyling,1993
Ve Neill,female,Makeup and Hairstyling,2004
Ve Neill,female,Makeup and Hairstyling,1995
Ve Neill,female,Makeup and Hairstyling,1991
Ve Neill,female,Makeup and Hairstyling,1989
Ve Neill,female,Makeup and Hairstyling,1994
Monty Westmore,male,Makeup and Hairstyling,1992
Michael Westmore,male,Makeup and Hairstyling,1985
Michael Westmore,male,Makeup and Hairstyling,1997
Michael Westmore,male,Makeup and Hairstyling,1987
Michael Westmore,male,Makeup and Hairstyling,1986
Matthew W. Mungle,male,Makeup and Hairstyling,2012
Matthew W. Mungle,male,Makeup and Hairstyling,1993
Matthew W. Mungle,male,Makeup and Hairstyling,1997
Matthew W. Mungle,male,Makeup and Hairstyling,1994
Adruitha Lee,female,Makeup and Hairstyling,2014
Barney Burman,male,Makeup and Hairstyling,2010
Nikki Gooley,female,Makeup and Hairstyling,2006
Lance Anderson,male,Makeup and Hairstyling,2006
Conor O'Sullivan,male,Makeup and Hairstyling,2009
Conor O'Sullivan,male,Makeup and Hairstyling,1999
Robert Short,male,Makeup and Hairstyling,1989
David White,male,Makeup and Hairstyling,2015
Lesley Vanderwalt,female,Makeup and Hairstyling,2016
Love Larson,male,Makeup and Hairstyling,2016
Love Larson,male,Makeup and Hairstyling,2017
Christopher Boyes,male,Sound Editing,2010
Christopher Boyes,male,Sound Editing,2009
Christopher Boyes,male,Sound Editing,2007
Christopher Boyes,male,Sound Editing,1998
Treg Brown,male,Sound Editing,1966
Randy Thom,male,Sound Editing,2008
Randy Thom,male,Sound Editing,2005
Randy Thom,male,Sound Editing,2005
Randy Thom,male,Sound Editing,1995
Craig Berkey,male,Sound Editing,2011
Bruce Stambler,male,Sound Editing,1993
Bruce Stambler,male,Sound Editing,1995
Bruce Stambler,male,Sound Editing,1997
Bruce Stambler,male,Sound Editing,1996
Bruce Stambler,male,Sound Editing,1994
Kami Asgar,male,Sound Editing,2007
Lon Bender,male,Sound Editing,2012
Lon Bender,male,Sound Editing,2007
Lon Bender,male,Sound Editing,1996
Lon Bender,male,Sound Editing,2016
Philip Stockton,male,Sound Editing,2012
Philip Stockton,male,Sound Editing,2013
Richard King,male,Sound Editing,2011
Richard King,male,Sound Editing,2009
Richard King,male,Sound Editing,2006
Richard King,male,Sound Editing,2015
Glenn Freemantle,male,Sound Editing,2009
Glenn Freemantle,male,Sound Editing,2014
Alan Rankin,male,Sound Editing,2010
Richard C. Franklin,male,Sound Editing,1991
Richard Shorr,male,Sound Editing,1989
Richard L. Anderson,male,Sound Editing,1983
Richard L. Anderson,male,Sound Editing,1997
Tom Bellfort,male,Sound Editing,2000
Tom Bellfort,male,Sound Editing,1998
Steve Boeddeker,male,Sound Editing,2014
Dennis Leonard,male,Sound Editing,2005
Dave McMoyler,male,Sound Editing,1999
James Richard,male,Sound Editing,1968
Christopher Scarabosio,male,Sound Editing,2008
Addison Teague,male,Sound Editing,2011
Jason Canovas,male,Sound Editing,2015
David Acord,male,Sound Editing,2016
David White,male,Sound Editing,2016
Renée Tondelli,female,Sound Editing,2017
Sylvain Bellemare,male,Sound Editing,2017
Bronisław Kaper,male,Original Score,1963
Bruce Broughton,male,Original Score,1986
Leslie Bricusse,male,Original Score,1968
Ken Darby,male,Original Score,1964
Randy Kerber,male,Original Score,1986
Nicholas Britell,male,Original Score,2017
John T. Reitz,male,Sound Mixing,2001
John T. Reitz,male,Sound Mixing,2015
Jack Solomon,male,Sound Mixing,1970
Jack Solomon,male,Sound Mixing,1972
Jack Solomon,male,Sound Mixing,1976
Jack Solomon,male,Sound Mixing,1980
Jack Solomon,male,Sound Mixing,1977
Jack Solomon,male,Sound Mixing,1979
John Cox,male,Sound Mixing,1965
John Cox,male,Sound Mixing,1963
John Cox,male,Sound Mixing,1962
B. Tennyson Sebastian II,male,Sound Mixing,1986
Brian Simmons,male,Sound Mixing,1996
Chris Munro,male,Sound Mixing,2000
Chris Munro,male,Sound Mixing,2002
Chris Munro,male,Sound Mixing,2014
Chris Munro,male,Sound Mixing,2014
Clem Portman,male,Sound Mixing,1970
Derek Ball,male,Sound Mixing,1978
Dominic Lester,male,Sound Mixing,1999
Don MacDougall,male,Sound Mixing,1978
Don MacDougall,male,Sound Mixing,1978
Don MacDougall,male,Sound Mixing,1976
Don MacDougall,male,Sound Mixing,1980
Don MacDougall,male,Sound Mixing,1979
Ed Novick,male,Sound Mixing,2012
Ed Novick,male,Sound Mixing,2011
Ed Novick,male,Sound Mixing,2009
Ed Novick,male,Sound Mixing,2003
Gethin Creagh,male,Sound Mixing,2002
Gordon McCallum,male,Sound Mixing,1972
Gordon McCallum,male,Sound Mixing,1972
Gordon McCallum,male,Sound Mixing,1971
Gordon McCallum,male,Sound Mixing,1979
Gregory H. Watkins,male,Sound Mixing,1996
Gregory H. Watkins,male,Sound Mixing,1991
Gregory H. Watkins,male,Sound Mixing,1990
Joseph Geisinger,male,Sound Mixing,2005
Larry Stensvold,male,Sound Mixing,1986
Lyle J. Burbridge,male,Sound Mixing,1977
Mark Paterson,male,Sound Mixing,2013
Murray Spivack,male,Sound Mixing,1970
Murray Spivack,male,Sound Mixing,1971
Myron Nettinga,male,Sound Mixing,2002
Paul Hamblin,male,Sound Mixing,2011
Peter J. Devlin,male,Sound Mixing,2012
Peter J. Devlin,male,Sound Mixing,2010
Peter J. Devlin,male,Sound Mixing,2008
Peter J. Devlin,male,Sound Mixing,2002
Robert Thirlwell,male,Sound Mixing,1982
Robert Thirlwell,male,Sound Mixing,1985
Robert Thirlwell,male,Sound Mixing,1986
Robin Gregory,male,Sound Mixing,1982
Robin Gregory,male,Sound Mixing,1978
Skip Lievsay,male,Sound Mixing,2011
Skip Lievsay,male,Sound Mixing,2008
Skip Lievsay,male,Sound Mixing,2014
Skip Lievsay,male,Sound Mixing,2014
Steve Cantamessa,male,Sound Mixing,2005
Steve Pederson,male,Sound Mixing,1996
Steve Pederson,male,Sound Mixing,1994
Terry Porter,male,Sound Mixing,1993
Terry Porter,male,Sound Mixing,2006
Terry Porter,male,Sound Mixing,1992
Terry Porter,male,Sound Mixing,1987
Theodore Soderberg,male,Sound Mixing,1978
Theodore Soderberg,male,Sound Mixing,1972
Theodore Soderberg,male,Sound Mixing,1975
Theodore Soderberg,male,Sound Mixing,1980
Theodore Soderberg,male,Sound Mixing,1973
Tom Myers,male,Sound Mixing,2009
Walter Goss,male,Sound Mixing,1978
William McCaughey,male,Sound Mixing,1976
William McCaughey,male,Sound Mixing,1980
William McCaughey,male,Sound Mixing,1977
William McCaughey,male,Sound Mixing,1977
William McCaughey,male,Sound Mixing,1979
Herman Lewis,male,Sound Mixing,1975
Herman Lewis,male,Sound Mixing,1973
Herman Lewis,male,Sound Mixing,1971
Andy Koyama,male,Sound Mixing,2014
Andy Wright,male,Sound Mixing,2017
Bernard Gariépy Strobl,male,Sound Mixing,2017
Franklin Hansen,male,Sound Mixing,1937
Franklin Hansen,male,Sound Mixing,1935
Franklin Hansen,male,Sound Mixing,1930
Franklin Hansen,male,Sound Mixing,1934
Michael Minkler,male,Sound Mixing,1983
Michael Minkler,male,Sound Mixing,2010
Michael Minkler,male,Sound Mixing,2007
Michael Minkler,male,Sound Mixing,1980
Michael Minkler,male,Sound Mixing,2003
Michael Minkler,male,Sound Mixing,2002
Michael Minkler,male,Sound Mixing,1981
Michael Minkler,male,Sound Mixing,1992
Michael Minkler,male,Sound Mixing,1990
Michael Minkler,male,Sound Mixing,1986
Michael Minkler,male,Sound Mixing,1994
Hammond Peek,male,Sound Mixing,2006
Hammond Peek,male,Sound Mixing,2004
Hammond Peek,male,Sound Mixing,2003
Hammond Peek,male,Sound Mixing,2002
John Tribby,male,Sound Mixing,1930
Lora Hirschberg,female,Sound Mixing,2011
Lora Hirschberg,female,Sound Mixing,2009
Homer G. Tasker,male,Sound Mixing,1937
Homer G. Tasker,male,Sound Mixing,1938
Wylie Stateman,male,Sound Mixing,1990
Bill W. Benton,male,Sound Mixing,1997
Bill W. Benton,male,Sound Mixing,1991
Bill W. Benton,male,Sound Mixing,1994
Charles Grenzbach,male,Sound Mixing,1975
Charles Grenzbach,male,Sound Mixing,1987
Charles Grenzbach,male,Sound Mixing,1973
Cyril Crowhurst,male,Sound Mixing,1951
Danny Michael,male,Sound Mixing,1989
David Dockendorf,male,Sound Mixing,1970
David J. Kimball,male,Sound Mixing,1981
David Lee,male,Sound Mixing,2003
Douglas Williams,male,Sound Mixing,1978
Douglas Williams,male,Sound Mixing,1980
Douglas Williams,male,Sound Mixing,1977
Douglas Williams,male,Sound Mixing,1971
Franklin Milton,male,Sound Mixing,1967
Franklin Milton,male,Sound Mixing,1966
Franklin Milton,male,Sound Mixing,1961
Franklin Milton,male,Sound Mixing,1965
Franklin Milton,male,Sound Mixing,1964
Franklin Milton,male,Sound Mixing,1960
James L. Fields,male,Sound Mixing,1944
James L. Fields,male,Sound Mixing,1943
Jerry Jost,male,Sound Mixing,1978
John Bramall,male,Sound Mixing,1971
John Carter,male,Sound Mixing,1976
Leonard Peterson,male,Sound Mixing,1976
Paul Brincat,male,Sound Mixing,1999
Peter Kurland,male,Sound Mixing,2011
Peter Kurland,male,Sound Mixing,2008
Peter Kurland,male,Sound Mixing,2006
Peter Kurland,male,Sound Mixing,2014
Richard Pryke,male,Sound Mixing,2009
Rob Young,male,Sound Mixing,1993
Robert Glass,male,Sound Mixing,1983
Robert Glass,male,Sound Mixing,1978
Robert Glass,male,Sound Mixing,1978
Robert Glass,male,Sound Mixing,1980
Robert Glass,male,Sound Mixing,1977
Robert Glass,male,Sound Mixing,1979
Simon Hayes,male,Sound Mixing,2013
Thomas Causey,male,Sound Mixing,1991
Tim Cooney,male,Sound Mixing,1994
Tom Fleischman,male,Sound Mixing,1982
Tom Fleischman,male,Sound Mixing,2012
Tom Fleischman,male,Sound Mixing,2005
Tom Fleischman,male,Sound Mixing,2003
Tom Fleischman,male,Sound Mixing,1992
Mark Berger,male,Sound Mixing,1984
Mark Berger,male,Sound Mixing,1985
Mark Berger,male,Sound Mixing,1980
Mark Berger,male,Sound Mixing,1997
Niv Adiri,male,Sound Mixing,2014
Nat Boxer,male,Sound Mixing,1980
"John A. Bolger, Jr.",male,Sound Mixing,1976
José Antonio Garcia,male,Sound Mixing,2013
Chris Burdon,male,Sound Mixing,2014
Mark Smith,male,Sound Mixing,1993
Ben Wilkins,male,Sound Mixing,2015
Leslie I. Carey,male,Sound Mixing,1954
Leslie I. Carey,male,Sound Mixing,1951
Dick Alexander,male,Sound Mixing,1993
Dick Alexander,male,Sound Mixing,1988
Dick Alexander,male,Sound Mixing,1978
Dick Alexander,male,Sound Mixing,1986
Lee Orloff,male,Sound Mixing,2007
Lee Orloff,male,Sound Mixing,2000
Lee Orloff,male,Sound Mixing,2004
Lee Orloff,male,Sound Mixing,2001
Lee Orloff,male,Sound Mixing,1992
Lee Orloff,male,Sound Mixing,1990
Lee Orloff,male,Sound Mixing,1994
Willie D. Burton,male,Sound Mixing,1984
Willie D. Burton,male,Sound Mixing,2007
Willie D. Burton,male,Sound Mixing,2000
Willie D. Burton,male,Sound Mixing,1981
Willie D. Burton,male,Sound Mixing,1995
Willie D. Burton,male,Sound Mixing,1989
Willie D. Burton,male,Sound Mixing,1979
Sam Slyfield,male,Sound Mixing,1944
Sam Slyfield,male,Sound Mixing,1943
Sam Slyfield,male,Sound Mixing,1951
Sam Slyfield,male,Sound Mixing,1946
Alan Splet,male,Sound Mixing,1984
Chris Jenkins,male,Sound Mixing,2009
Chris Jenkins,male,Sound Mixing,1993
Chris Jenkins,male,Sound Mixing,1991
Chris Jenkins,male,Sound Mixing,1986
Chris Jenkins,male,Sound Mixing,2016
David E. Campbell,male,Sound Mixing,2007
David E. Campbell,male,Sound Mixing,2000
David E. Campbell,male,Sound Mixing,2004
David E. Campbell,male,Sound Mixing,2001
David E. Campbell,male,Sound Mixing,1995
David E. Campbell,male,Sound Mixing,1991
David Lee,male,Sound Mixing,2000
David Lee,male,Sound Mixing,2015
Fernando Cámara,male,Sound Mixing,2007
Frank A. Montaño,male,Sound Mixing,2009
Frank A. Montaño,male,Sound Mixing,1993
Frank A. Montaño,male,Sound Mixing,1995
Frank A. Montaño,male,Sound Mixing,1996
Frank A. Montaño,male,Sound Mixing,1994
Frank A. Montaño,male,Sound Mixing,2015
Frank A. Montaño,male,Sound Mixing,2015
Frank A. Montaño,male,Sound Mixing,2016
Glenn Williams,male,Sound Mixing,1992
Harold M. Etherington,male,Sound Mixing,1977
James LaRue,male,Sound Mixing,1983
Larry Johnson,male,Sound Mixing,1971
Lee Minkler,male,Sound Mixing,1983
Leslie Shatz,male,Sound Mixing,2000
Mark Ulano,male,Sound Mixing,2010
Mark Ulano,male,Sound Mixing,1998
Mark Weingarten,male,Sound Mixing,2011
Mark Weingarten,male,Sound Mixing,2009
Mark Weingarten,male,Sound Mixing,2015
Michael A. Carter,male,Sound Mixing,1985
Michael A. Carter,male,Sound Mixing,1987
Pud Cusack,female,Sound Mixing,1999
Rick Hart,male,Sound Mixing,1993
Roger Heman,male,Sound Mixing,1976
Roger Heman,male,Sound Mixing,1981
Roy Charman,male,Sound Mixing,1982
Roy Charman,male,Sound Mixing,1976
Roy Charman,male,Sound Mixing,1987
Roy Charman,male,Sound Mixing,1979
Tom Beckert,male,Sound Mixing,1988
Tom Beckert,male,Sound Mixing,1978
Tom Scott,male,Sound Mixing,1984
